,name,details
176,"朝日リビング　株式会社
湘南辻堂営業所
代表者: 田代　雅司","〒251-0042
藤沢市辻堂新町１丁目１―１５山上第２ビル１ＦＡ
TEL: 0466-34-3841"
177,"朝日リビング　株式会社
金沢営業所
代表者: 田代　雅司","〒236-0053
横浜市金沢区能見台通１８－１
TEL: 045-783-9501"
178,"有限会社アザック
代表者: 奥村　正樹","〒233-0002
横浜市港南区上大岡西３丁目１０－６エクセルマンション１０５
TEL: 045-840-3500"
179,"有限会社アシスト
代表者: 金子　明美","〒252-0243
相模原市中央区上溝２丁目８－５
TEL: 042-763-5557"
180,"株式会社　アシスト企画
代表者: 三好　英司","〒241-0821
横浜市旭区二俣川２丁目７２－１７
TEL: 045-274-1212"
181,"株式会社アシストホーム
代表者: 奥野　彰一","〒233-0001
横浜市港南区上大岡東２丁目４４－５
TEL: 045-848-1091"
182,"株式会社　アシストホームサービス
代表者: 小沢　茂明","〒233-0001
横浜市港南区上大岡東２丁目４４－５－１０２
TEL: 045-843-8631"
183,"株式会社　あじさいさがみ不動産
代表者: 沖元　美代子","〒252-0234
相模原市中央区共和３丁目２－１８－１０３秋元ファミリーハイツⅡ
TEL: 042-851-3310"
184,"株式会社ア・スカイアクア
代表者: 奥津　年男","〒258-0026
足柄上郡開成町延沢７３８－１２
TEL: 0465-83-6688"
185,"有限会社アスカ住販
代表者: 伊藤　昌慶","〒238-0012
横須賀市安浦町２丁目２４
TEL: 046-822-0070"
186,"有限会社アスカ住販
堀ノ内店
代表者: 伊藤　昌慶","〒238-0014
横須賀市三春町３丁目４６
TEL: 046-876-8388"
187,"有限会社　明日香地所
代表者: 清水　通陽","〒232-0061
横浜市南区大岡５丁目３－１１
TEL: 045-712-4261"
188,"株式会社　アスカハウジング
代表者: 上原　尚","〒245-0053
横浜市戸塚区上矢部町５５６番地
TEL: 045-810-3850"
189,"アスカリビング　株式会社
代表者: 林　里美","〒211-0041
川崎市中原区下小田中２丁目２８－２６
TEL: 044-789-9311"
190,"株式会社　アスターホーム
代表者: 愼改　邦光","〒259-0303
足柄下郡湯河原町土肥５丁目１７－１８
TEL: 0465-43-8882"
191,"株式会社　ＵＳＴＲＵＳＴ
川崎宮前平店
代表者: 井津　洋平","〒216-0007
川崎市宮前区小台２丁目４－５第３黒沼ビルMCプラザ２０２号
TEL: 044-948-8931"
192,"株式会社　ＵＳＴＲＵＳＴ
溝の口店
代表者: 井津　洋平","〒213-0001
川崎市高津区溝口２丁目７－２４ＳＡＫＵＭＡビル２Ｆ
TEL: 044-712-5222"
193,"有限会社アスリート
代表者: 小野沢　徹","〒252-0242
相模原市中央区横山４丁目２４－１
TEL: 042-730-5662"
194,"株式会社アズールホーム
代表者: 冨山　雅城","〒215-0004
川崎市麻生区万福寺６丁目２－１８
TEL: 044-969-4550"
195,"有限会社　アズマ
代表者: 長瀬　進","〒222-0002
横浜市港北区師岡町１８３番地
TEL: 045-543-0200"
196,"アセット・トレーディング　株式会社
代表者: 百瀬　夏美","〒241-0804
横浜市旭区川井宿町２１－１６
TEL: 045-959-0855"
197,"株式会社アセットプランニング
代表者: 國枝　文治郎","〒252-0804
藤沢市湘南台２丁目４－６ＮＯＷＡＢＩＬＤⅡ－５Ｆ
TEL: 0466-44-6928"
198,"アセットホーム　株式会社
代表者: 杉本　潤","〒246-0022
横浜市瀬谷区三ツ境１８番地８
TEL: 045-520-3300
HP: http://asset-home.com
Mail: info@asset-home.com"
199,"株式会社　ＡＳＳＥＴ　ＭｉＲｉＺ
代表者: 柴田　文治","〒241-0022
横浜市旭区鶴ケ峰１丁目９－１９
TEL: 045-489-3966"
200,"有限会社　アセス
代表者: 前山　文雄","〒215-0017
川崎市麻生区王禅寺西１丁目２－４
TEL: 044-959-2554"
201,"有限会社　厚木コーケンホーム
代表者: 鈴木　幸子","〒259-1116
伊勢原市石田５８８－８岩崎建材愛甲ビル１０２
TEL: 0463-91-0095
HP: http://www.kohken-h.com/
Mail: atsugi@kohken-h.com"
202,"株式会社　アテンドホーム
代表者: 古家　唯至","〒225-0024
横浜市青葉区市ケ尾町１４８０番地２
TEL: 045-971-2820"
203,"株式会社　アトム
代表者: 仲井　昭一","〒252-0336
相模原市南区当麻８７６－１６
TEL: 042-712-2566"
204,"有限会社　アトラス
代表者: 鎌形 任俊","〒243-0014
厚木市旭町４丁目１２－２４－２０６号
TEL: 046-229-8833"
205,"株式会社アトラスコーポレーション
代表者: 平山　健二","〒226-0023
横浜市緑区小山町６６０－４６－１Ｆ
TEL: 045-938-5155"
206,"合同会社　アトリ
代表者: 朝部　芳史","〒252-0311
相模原市南区東林間７丁目１３－５３
TEL: 042-711-6420"
207,"株式会社アドヴァンシップ
代表者: 渡邊　章太","〒221-0842
横浜市神奈川区泉町１７－１１餅田ビル１Ｆ
TEL: 045-317-5514"
208,"株式会社　アドバン
代表者: 宗像　　圭","〒240-0026
横浜市保土ケ谷区権太坂２丁目２６－５－２０１
TEL: 045-721-0880"
209,"有限会社　アドバンス
代表者: 加賀　久美子","〒240-0115
三浦郡葉山町上山口１１０２－１１
TEL: 046-878-6153"
210,"株式会社　アドバンス
代表者: 髙橋　慎二","〒240-0004
横浜市保土ケ谷区岩間町１丁目１－５天王町ハイタウン３３２
TEL: 045-337-1801"
211,"株式会社　アドバンスホーム
代表者: 藤原　敬太","〒252-0334
相模原市南区若松２丁目１９－９
TEL: 042-711-6978
HP: http://adobansuhome.com/
Mail: keita-fujiwara@kbh.biglobe.ne.jp"
212,"株式会社アドバンテージ
代表者: 北原　若子","〒223-0065
横浜市港北区高田東３丁目２－３
TEL: 045-540-0054"
213,"株式会社アドホックハウス
代表者: 橋本　訓志","〒222-0036
横浜市港北区小机町２５４３番地
TEL: 045-473-9280
Mail: adhoc2543@gmail.com"
214,"株式会社アドラ
代表者: 金澤　英嗣","〒254-0013
平塚市田村９丁目２－１３－２号
TEL: 0463-36-8747"
215,"株式会社　ＡＤＤＲＥＳＳ
代表者: 福井　和彦","〒240-0105
横須賀市秋谷２丁目３－１０
TEL: 046-895-2200"
216,"有限会社　アドワーク
代表者: 安藤　己智子","〒253-0071
茅ヶ崎市萩園１２７０―３３
TEL: 0467-58-4124"
217,"合同会社　あなたの住まい不動産
代表者: 阿部　誠二","〒220-0074
横浜市西区南浅間町３０－８－３階
TEL: 045-294-3329"
218,"株式会社　アニメイト
代表者: 河本　正文","〒240-0042
横浜市保土ケ谷区上星川２丁目１－５
TEL: 045-373-3887"
219,"株式会社アネッツ
代表者: 菱沼　邦彦","〒233-0002
横浜市港南区上大岡西２丁目２－１０ＭＫ第２ビル３０１号
TEL: 045-849-1150"
220,"株式会社アネッツ
港南台店
代表者: 菱沼　邦彦","〒234-0054
横浜市港南区港南台３丁目４－４６港南台２－１－２ビル１０３
TEL: 045-835-1422"
221,"有限会社アネストホーム
代表者: 金子　貴彦","〒231-0028
横浜市中区翁町１丁目１－１-208
TEL: 045-651-6388"
222,"有限会社アノン
代表者: 難波　達","〒215-0021
川崎市麻生区上麻生１丁目１３－６ツエニーワンビル１０１
TEL: 044-959-0120"
223,"株式会社　アノンズ
代表者: 安達 和秀","〒242-0028
大和市桜森２丁目２０―１１
TEL: 046-264-8711"
224,"アフィット鎌倉
代表者: 西村　德子","〒248-0024
鎌倉市稲村ガ崎５丁目１６－１０
TEL: 0467-67-6626"
225,"株式会社　アプトホームズ
代表者: 金子 勇","〒238-0022
横須賀市公郷町１丁目５３－１１古敷谷店舗１Ｆ（右）
TEL: 046-874-7808"
226,"株式会社　Ａ．ｐｌｕｓ
代表者: 竹村　明子","〒252-0344
相模原市南区古淵６丁目２－１３
TEL: 042-705-2872"
227,"有限会社　アプレイザル横浜
代表者: 狩野 信一","〒231-0011
横浜市中区太田町２丁目２１―２新関内ビル３０１
TEL: 045-671-0596"
228,"株式会社　あぷろ
代表者: 佐藤　敏文","〒252-0242
相模原市中央区横山２丁目８－１３セジュール横山１０４号
TEL: 042-768-7132"
229,"株式会社アベイル
代表者: 諸伏　裕子","〒224-0003
横浜市都筑区中川中央１丁目６－４センター北パークホームズ２階
TEL: 045-910-0667
HP: http://www.avail-home.co.jp/
Mail: info@avail-home.co.jp"
230,"株式会社　阿部建業
代表者: 阿部 利昭","〒254-0016
平塚市東八幡３丁目１０－６
TEL: 0463-22-5599"
231,"株式会社アペックス
代表者: 石田　禎秀","〒241-0821
横浜市旭区二俣川１丁目４５－４４ベースビル４Ｆ
TEL: 045-360-8068"
232,"株式会社　天城ホ―ム
代表者: 今井 富男","〒254-0075
平塚市中原１丁目９－１４第２天城ビル１Ｆ
TEL: 0463-36-5060"
233,"アマノシェアードサービス　株式会社
代表者: 天野　良江","〒240-0112
三浦郡葉山町堀内１７３５－６２
TEL: 046-874-6511"
234,"有限会社　天野不動産
代表者: 天野 弘志","〒252-0157
相模原市緑区中野２６９－３
TEL: 042-780-7581"
235,"株式会社アメージンググレースホーム
代表者: 天野　正志","〒243-0814
厚木市妻田南１丁目２３－１２
TEL: 046-225-5500"
236,"株式会社　アメイジングプラス
代表者: 菅野　浩","〒234-0023
横浜市中区山下町３２－１３HARAビル５F
TEL: 045-227-5600"
237,"アメニタ建設　株式会社
代表者: 正垣　有将","〒233-0012
横浜市港南区上永谷２丁目１０－１３
TEL: 045-882-0781"
238,"アメニティハウス株式会社
代表者: 桑鶴　光夫","〒242-0007
大和市中央林間３丁目３－２山内ビル１Ｆ
TEL: 046-273-7522"
239,"アメニティハウス株式会社
湘南台店
代表者: 桑鶴　光夫","〒252-0804
藤沢市湘南台２丁目７－１２門倉第２湘南台ビル２階
TEL: 0466-47-2885"
240,"アメニティハウス株式会社
湘南台店　賃貸部
代表者: 桑鶴　光夫","〒252-0804
藤沢市湘南台２丁目９－２２８田中ビル１０２
TEL: 0466-53-3250"
241,"株式会社　アメニティホーム
代表者: 近藤　俊郎","〒231-0033
横浜市中区長者町６丁目９５上郎ビル１Ｆ
TEL: 045-251-4848
HP: https://www.amenity-home.jp/
Mail: kondo@amenity-home.jp"
242,"株式会社アメニティライフ
代表者: 宮内　雄一","〒241-0021
横浜市旭区鶴ケ峰本町１丁目１－６第２吉原ビル１Ｆ
TEL: 045-349-6644"
243,"株式会社　新井
代表者: 新井 捷治","〒252-0171
相模原市緑区与瀬１０６７番地
TEL: 0426-85-1451"
244,"アラカワプランニング
代表者: 荒川　和彦","〒251-0004
藤沢市藤が岡２丁目８－１６
TEL: 0466-65-6971
Mail: arakawa@arapla.jp"
245,"有限会社アリストホーム
代表者: 岡本　一憲","〒221-0057
横浜市神奈川区青木町７－６広洋フォルム横浜９０３
TEL: 045-461-2940"
246,"アリタ
代表者: 有田 憲次","〒221-0863
横浜市神奈川区羽沢町１４９５番地
TEL: 045-383-2121
Mail: kny-a@star.ocn.ne.jp"
247,"株式会社　アリベル
代表者: 古川　翔太","〒240-0054
横浜市保土ケ谷区西谷４丁目１１－３８カームウエスト２０１
TEL: 045-459-9180"
248,"株式会社　アルクール
代表者: 野本　和明","〒257-0006
秦野市北矢名６６６－３４６－１Ｆ
TEL: 0463-77-0101"
249,"株式会社　アルストロメリア
代表者: 島田　恭太郎","〒246-0026
横浜市瀬谷区阿久和南２丁目５－４マイキャッスル三ツ境Ⅱ１１２号
TEL: 045-453-8468"
250,"株式会社　アルタスコーポレーション
横浜支店
代表者: 中村　誠二","〒241-0821
横浜市旭区二俣川１丁目４５－６４タカハシビル３階
TEL: 045-465-6650"
251,"株式会社　ＡＬＢＡ
代表者: 小川　光紀","〒231-0023
横浜市中区山下町276-5ル・グラン元町
TEL: 045-306-5346"
252,"アルバ　株式会社
代表者: 尾崎　全康","〒211-0032
川崎市中原区木月伊勢町５－１フォトロイヤル１階
TEL: 044-820-6365"
253,"株式会社　ＡＬＢＡ
代表者: 野崎　正光","〒232-0066
横浜市南区六ツ川３丁目７２－９
TEL: 045-777-0576
HP: https://www.b-mall.ne.jp/company/alba/
Mail: masa@alba-yokohama.co.jp"
254,"アルバハウジング　株式会社
代表者: 三原　康裕","〒221-0835
横浜市神奈川区鶴屋町２丁目２６－２第４安田ビル６Ｆ
TEL: 045-410-0630"
255,"アルファー住宅α
代表者: 大曽根　一喜","〒213-0014
川崎市高津区新作３丁目４－１２
TEL: 044-750-9721"
256,"株式会社　アルファコーポレーション
代表者: 加藤　友也","〒231-0012
横浜市中区相生町３丁目６３
TEL: 045-263-8955"
257,"株式会社　アルファ・プランニング
代表者: 石川 禎雄","〒231-0023
横浜市中区山下町９３－３リブゼ山下公園１０２号
TEL: 045-663-5151"
258,"株式会社　アレイ
代表者: 並木　宏之","〒225-0002
横浜市青葉区美しが丘２丁目４０－３５
TEL: 045-903-6354"
259,"株式会社　アレクト
代表者: 武井　隆一","〒231-0023
横浜市中区山下町２４－８ＳＯＨＯＳＴＡＴＩＯＮ９０５
TEL: 045-228-8550"
260,"株式会社　アロット
湘南平塚支店
代表者: 伊藤　幸弘","〒254-0807
平塚市代官町１０－１３ファーストビル代官町７階
TEL: 0463-86-6165"
261,"株式会社アローズ
代表者: 小澤　敏男","〒241-0821
横浜市旭区二俣川１丁目５－２８二俣川第３ビル５Ｆ
TEL: 045-360-6131"
262,"株式会社アローハウス
代表者: 村上　晴彦","〒225-0011
横浜市青葉区あざみ野１丁目２６－４
TEL: 045-903-3399
Mail: info@arrowhouse.jp"
263,"株式会社　アロハ
代表者: 山﨑　英人","〒253-0035
茅ヶ崎市浜須賀１４－３
TEL: 0467-38-8273"
264,"アン・アセット・パートナーズ　株式会社
代表者: 深見　泰貴","〒213-0015
川崎市高津区梶ケ谷６丁目７番地７
TEL: 044-387-1664"
265,"株式会社　アンカー
代表者: 石井　富美子","〒252-0321
相模原市南区相模台４丁目１３－１２
TEL: 042-705-9851"
266,"株式会社アンセム
代表者: 古川 とも子","〒252-0239
相模原市中央区中央５丁目１１－１２ハーモニーインターシティ中央２０２
TEL: 042-759-7450"
267,"株式会社　ａｎｄａｒｃｈｉ
代表者: 東　孝一","〒224-0041
横浜市都筑区仲町台１丁目１６－１０
TEL: 045-509-1715"
268,"有限会社　安藤商事
代表者: 安藤　敬","〒259-0301
足柄下郡湯河原町中央１丁目１６５１－１
TEL: 0465-62-1251"
269,"株式会社　Ａｎｄ　Ｄｏホールディングス
横浜東口店
代表者: 安藤　正弘","〒221-0052
横浜市神奈川区栄町5番地113階
TEL: 045-440-3258"
